duration,energy_mean,energy_std,pause_ratio,pitch_proxy_mean,pitch_proxy_std,voiced_ratio_proxy,zero_crossing_rate_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,spectral_flatness_mean,onset_rate_proxy,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,split,label,wav_path
5.6746875,0.042876970022916794,0.032329682260751724,0.2007042253521127,0.2103917253521127,0.15971713327130385,0.7992957746478874,0.2103917253521127,2311.457515432878,1763.6169525414325,4260.632152288732,0.06557399779558182,6.167740514345503,-200.35865783691406,64.91717529296875,65.49361419677734,58.250396728515625,3.4771533012390137,36.706607818603516,23.99739646911621,24.652565002441406,-12.733917236328125,19.53268051147461,3.374138116836548,16.717872619628906,-9.064386367797852,13.45722484588623,-6.285059928894043,12.925063133239746,2.235922336578369,9.701478958129883,-3.2787439823150635,11.837759017944336,-3.3257243633270264,8.898635864257812,0.7891413569450378,9.058831214904785,-11.463980674743652,10.581082344055176,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/19d67c38cf307a822c699e59d157ad8c.wav
1.472,0.045130930840969086,0.04061614349484444,0.20270270270270271,0.17819256756756757,0.14018382626915862,0.7972972972972973,0.17819256756756757,2107.032105313557,1874.1333116594906,4069.3623310810813,0.07952124625444412,6.793478260869565,-220.53549194335938,85.15534973144531,76.78640747070312,44.29596710205078,15.891739845275879,31.582082748413086,21.022457122802734,17.117876052856445,-10.541086196899414,18.756481170654297,3.7263436317443848,11.437691688537598,-23.001300811767578,20.25830078125,0.307170569896698,11.37334156036377,-8.349679946899414,9.488177299499512,-0.8843947649002075,9.00204086303711,-3.2736868858337402,7.434270858764648,0.83780837059021,9.906255722045898,-2.575533390045166,7.135677337646484,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/cdd08d3aff359d9f6923edfba0156054.wav
2.944,0.021441195160150528,0.025953037664294243,0.2,0.16891525423728812,0.07978446349237345,0.8,0.16891525423728812,2054.7931916043403,1863.0056709852138,4223.411016949152,0.06753318011760712,4.076086956521739,-275.0389404296875,91.53021240234375,77.71296691894531,26.048059463500977,-8.370613098144531,28.19721794128418,20.794944763183594,17.210227966308594,-7.554360389709473,14.705597877502441,-1.468698263168335,12.178393363952637,-14.67711067199707,10.914576530456543,-5.563885688781738,13.4301118850708,4.582945823669434,10.380356788635254,1.7190139293670654,10.026199340820312,-5.427892208099365,7.046317100524902,-2.1110880374908447,7.500421524047852,-2.6229424476623535,6.097006320953369,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/86abad808a58dba4861af9560a3eba29.wav
2.7733125,0.03832502290606499,0.03612150251865387,0.2014388489208633,0.194136690647482,0.15409319689738213,0.7985611510791367,0.194136690647482,2369.599031844784,1936.9022985339172,4786.701888489209,0.06603257358074188,5.048114844612715,-243.89747619628906,97.86946868896484,56.39952087402344,58.69249725341797,9.794394493103027,19.64754295349121,19.94013023376465,17.692028045654297,-9.04188060760498,24.225603103637695,0.45823296904563904,12.280721664428711,-11.293307304382324,13.540550231933594,-9.395279884338379,12.793177604675293,-11.30370807647705,10.721443176269531,0.6696519255638123,10.212653160095215,-5.38908052444458,11.264423370361328,1.3628069162368774,11.288378715515137,-4.803285121917725,7.893546104431152,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/386057fd7fa0f03a473856b7ef5d3dfb.wav
6.4853125,0.04141584411263466,0.026985330507159233,0.20030816640986132,0.17934129429892143,0.0599449176194432,0.7996918335901386,0.17934129429892143,1864.2684390084253,1534.299035053665,3508.11344375963,0.03141691908240318,3.3922806341251865,-185.145751953125,85.04541778564453,87.0918197631836,22.272172927856445,-46.425254821777344,32.80569839477539,5.532015800476074,20.05361557006836,-20.79878044128418,13.320829391479492,1.555841088294983,10.743878364562988,-12.422526359558105,9.626927375793457,-13.230655670166016,12.025958061218262,2.3180360794067383,7.845832347869873,-3.797760486602783,9.486727714538574,-10.696026802062988,8.045820236206055,-6.674385070800781,8.284880638122559,-8.602373123168945,8.508124351501465,train,surprise,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/892f980b94d76605d404f9c32332c950.wav
3.2213125,0.0446978397667408,0.04021359607577324,0.20123839009287925,0.16298761609907123,0.11703449321485078,0.7987616099071208,0.16298761609907123,2103.0065278264815,1847.1099528182642,4260.5214783281735,0.05701660364866257,4.346054597310879,-252.59024047851562,105.18121337890625,71.32709503173828,40.41881561279297,4.087795734405518,21.34325408935547,14.646391868591309,25.624692916870117,-15.033740997314453,25.056182861328125,-2.0159008502960205,13.285726547241211,-17.33387565612793,16.908184051513672,-2.2672598361968994,13.354134559631348,-10.712294578552246,11.712116241455078,-6.274755001068115,14.73097038269043,-4.338432788848877,13.330191612243652,1.8753710985183716,6.8780364990234375,-9.620476722717285,8.041733741760254,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/416ab66a9930eed91791dc2532621faf.wav
3.0933125,0.04779175668954849,0.039213214069604874,0.2,0.1659435483870968,0.13838154666853775,0.8,0.1659435483870968,2054.8512215672968,1751.517714118105,3905.670362903226,0.04139527678489685,5.1724486290990646,-214.35836791992188,80.22755432128906,68.67029571533203,42.29288101196289,-7.545130729675293,23.131494522094727,22.141624450683594,26.48453140258789,-11.522822380065918,21.603464126586914,-5.220582008361816,11.218012809753418,-20.239665985107422,12.61123275756836,-6.145206928253174,10.383357048034668,-8.928376197814941,13.219125747680664,-5.57899284362793,14.604622840881348,-3.17510986328125,16.101242065429688,-4.454269886016846,10.030149459838867,-4.944439888000488,10.652055740356445,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/416a3a7b73cab907d83056785d71a671.wav
5.7173125,0.04543455317616463,0.03367379307746887,0.20104895104895104,0.14271416083916083,0.1274886359620756,0.798951048951049,0.14271416083916083,1860.8223486121055,1694.2729225544413,3603.4063592657344,0.03306211903691292,5.59703532035375,-217.8974609375,74.0594253540039,81.14644622802734,42.837066650390625,-5.603343486785889,24.924306869506836,21.802898406982422,23.139101028442383,-11.62973690032959,20.754230499267578,-2.2491519451141357,11.524295806884766,-17.137720108032227,12.925130844116211,-6.106476306915283,12.571029663085938,-12.847174644470215,13.256156921386719,-2.9689643383026123,12.357697486877441,-4.889909744262695,13.084916114807129,-3.8883774280548096,9.810120582580566,-3.7390105724334717,9.21311092376709,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/be14f4ee8c0ad50fe0bc5a5922dbcc96.wav
0.96,0.0333397351205349,0.0290151908993721,0.20618556701030927,0.20533505154639178,0.11195234906919438,0.7938144329896907,0.20533505154639178,2356.0512868156275,1862.240878617694,4422.197164948454,0.0783238634467125,6.25,-218.01171875,91.07842254638672,60.6743049621582,46.03654479980469,-9.145713806152344,25.956783294677734,9.471014022827148,21.293996810913086,-15.302140235900879,16.396236419677734,1.1559158563613892,7.735415935516357,-0.9460598826408386,14.092092514038086,-9.834715843200684,8.492496490478516,-3.2549970149993896,8.9708833694458,-8.771728515625,9.888150215148926,-11.147146224975586,10.590143203735352,-7.49657678604126,7.133814334869385,-1.805288314819336,6.926919937133789,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/fc916f06a251cb33207e60de07517d70.wav
2.2186875,0.03426981717348099,0.02767198532819748,0.20270270270270271,0.12420045045045044,0.0727175775234446,0.7972972972972973,0.12420045045045044,1723.5744647719412,1701.6989610115495,3424.760698198198,0.027671100571751595,5.408603059241105,-238.75148010253906,84.35862731933594,89.1823959350586,24.331592559814453,-15.097030639648438,26.64202880859375,16.166078567504883,20.08136558532715,-1.2859019041061401,16.75269317626953,-3.3368914127349854,9.500676155090332,-13.16624641418457,13.163187980651855,-7.444705486297607,13.015462875366211,-3.846067190170288,11.214532852172852,-4.029292583465576,10.332902908325195,-13.16428279876709,7.638870716094971,-2.016317129135132,10.335199356079102,-5.3515472412109375,7.791882514953613,train,neutral,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/314e2675d6a197fd6813f3776eea2fed.wav
